SampleID,TrapRowID,SampleRowID,TrapStatus,Rev Counter,Comments,s_ColLineage,s_Generation,s_Lineage,Tide,FlowDirection
1590,{50F050AF-2047-11D4-B659-00104B2A7B96},{50F050AE-2047-11D4-B659-00104B2A7B96},Check,,,,1,,,
1591,{50F050F7-2047-11D4-B659-00104B2A7B96},{50F050F6-2047-11D4-B659-00104B2A7B96},Check,,unid=splt,,1,,,
1592,{50F05101-2047-11D4-B659-00104B2A7B96},{50F05100-2047-11D4-B659-00104B2A7B96},Check,,10 splt for RK,,1,,,
1593,{39DDE345-2523-11D4-B660-00104B2A7B96},{39DDE344-2523-11D4-B660-00104B2A7B96},Check,,,,1,,,
1594,{39DDE391-2523-11D4-B660-00104B2A7B96},{39DDE390-2523-11D4-B660-00104B2A7B96},Check,,,,1,,,
1595,{39DDE3C1-2523-11D4-B660-00104B2A7B96},{39DDE3C0-2523-11D4-B660-00104B2A7B96},Check,,,,1,,,
1596,{5FE660A2-26C1-11D4-B661-00104B2A7B96},{5FE660A1-26C1-11D4-B661-00104B2A7B96},Check,,,,1,,,
1597,{1DB397E8-30D4-11D4-B66C-00104B2A7B96},{1DB397E7-30D4-11D4-B66C-00104B2A7B96},Check,,,,1,,,
1598,{B11D3F3E-2AB2-11D4-B664-00104B2A7B96},{B11D3F3D-2AB2-11D4-B664-00104B2A7B96},Check,,,,1,,,
1599,{04260E63-2CD3-11D4-B669-00104B2A7B96},{04260E62-2CD3-11D4-B669-00104B2A7B96},Check,,,,1,,,
1600,{1DB396ED-30D4-11D4-B66C-00104B2A7B96},{1DB396EC-30D4-11D4-B66C-00104B2A7B96},Check,,WHC 235 killed for contents,,1,,,
1601,{1DB39709-30D4-11D4-B66C-00104B2A7B96},{1DB39708-30D4-11D4-B66C-00104B2A7B96},Check,,,,1,,,
1602,{912FC334-3250-11D4-B66E-00104B2A7B96},{912FC333-3250-11D4-B66E-00104B2A7B96},Check,,slack tide,,1,,,
1603,{E96A4A24-363C-11D4-B671-00104B2A7B96},{E96A4A23-363C-11D4-B671-00104B2A7B96},Check,,,,1,,,
1604,{D18E1E4A-3AF6-11D4-B674-00104B2A7B96},{D18E1E49-3AF6-11D4-B674-00104B2A7B96},Check,,"no thermometer, BAS are probably STB",,1,,,
1605,{D18E1EC2-3AF6-11D4-B674-00104B2A7B96},{D18E1EC1-3AF6-11D4-B674-00104B2A7B96},Check,,,,1,,,
1606,{82DEEBBF-3B24-11D4-B674-00104B2A7B96},{82DEEBBE-3B24-11D4-B674-00104B2A7B96},Check,,,,1,,,
1607,{1C91FB17-3D4F-11D4-B677-00104B2A7B96},{1C91FB16-3D4F-11D4-B677-00104B2A7B96},Check,,flood tide,,1,,,
1608,{345F869E-4077-11D4-B679-00104B2A7B96},{345F869D-4077-11D4-B679-00104B2A7B96},Check,,,,1,,,
1609,{FD16D337-42E1-11D4-B67B-00104B2A7B96},{FD16D336-42E1-11D4-B67B-00104B2A7B96},Check,,,,1,,,
1610,{44989CCA-42D2-11D4-B67B-00104B2A7B96},{44989CC9-42D2-11D4-B67B-00104B2A7B96},Check,,,,1,,,
1611,{3A4EBC9E-43AD-11D4-B67C-00104B2A7B96},{3A4EBC9D-43AD-11D4-B67C-00104B2A7B96},Check,,,,1,,,
1612,{46851A57-4624-11D4-B67D-00104B2A7B96},{46851A56-4624-11D4-B67D-00104B2A7B96},Check,,,,1,,,
1613,{7FB5A6AB-4C61-11D4-B685-00104B2A7B96},{7FB5A6AA-4C61-11D4-B685-00104B2A7B96},Check,,flood tide,,1,,,
1614,{7FB5A6D9-4C61-11D4-B685-00104B2A7B96},{7FB5A6D8-4C61-11D4-B685-00104B2A7B96},Check,,,,1,,,
1615,{7FB5A745-4C61-11D4-B685-00104B2A7B96},{7FB5A744-4C61-11D4-B685-00104B2A7B96},Check,,slack tide,,1,,,
1616,{7F513C78-4DD0-11D4-B687-00104B2A7B96},{7F513C77-4DD0-11D4-B687-00104B2A7B96},Check,,,,1,,,
1617,{F51918E1-56A8-11D4-B68B-00104B2A7B96},{F51918E0-56A8-11D4-B68B-00104B2A7B96},Pull,,,,1864,,,
1618,{C310CB1B-E34D-11D4-BC4D-00104B2A7B96},{C310CB1A-E34D-11D4-BC4D-00104B2A7B96},Set,,first set for new season,,1,,,
1619,{C310CB1D-E34D-11D4-BC4D-00104B2A7B96},{C310CB1C-E34D-11D4-BC4D-00104B2A7B96},Check,,,,1,,,
1620,{5ACC4F58-F7C6-11D4-B0D5-00105AAA0B77},{5ACC4F57-F7C6-11D4-B0D5-00105AAA0B77},Check,,,,1,,,
1621,{5ACC4F86-F7C6-11D4-B0D5-00105AAA0B77},{5ACC4F85-F7C6-11D4-B0D5-00105AAA0B77},Check,,,,1,,,
1622,{5ACC4FB8-F7C6-11D4-B0D5-00105AAA0B77},{5ACC4FB7-F7C6-11D4-B0D5-00105AAA0B77},Check,,,,1,,,
1623,{5ACC4FFC-F7C6-11D4-B0D5-00105AAA0B77},{5ACC4FFB-F7C6-11D4-B0D5-00105AAA0B77},Check,,,,1,,,
1624,{5ACC504E-F7C6-11D4-B0D5-00105AAA0B77},{5ACC504D-F7C6-11D4-B0D5-00105AAA0B77},Check,,,,1,,,
1625,{5ACC50AE-F7C6-11D4-B0D5-00105AAA0B77},{5ACC50AD-F7C6-11D4-B0D5-00105AAA0B77},Check,,,,1,,,
1626,{31B9D5ED-F710-11D4-BC67-00104B2A7B96},{31B9D5EC-F710-11D4-BC67-00104B2A7B96},Check,,floating beam lodged near trap mouth,,1,,,
1627,{5ACC50E2-F7C6-11D4-B0D5-00105AAA0B77},{5ACC50E1-F7C6-11D4-B0D5-00105AAA0B77},Check,,,,1,,,
1628,{31B9D617-F710-11D4-BC67-00104B2A7B96},{31B9D616-F710-11D4-BC67-00104B2A7B96},Check,,debris preventing trap rotation,,1,,,
1629,{31B9D6DF-F710-11D4-BC67-00104B2A7B96},{31B9D6DE-F710-11D4-BC67-00104B2A7B96},Check,,,,1,,,
1630,{31B9D6B1-F710-11D4-BC67-00104B2A7B96},{31B9D6B0-F710-11D4-BC67-00104B2A7B96},Check,,,,1,,,
1631,{60752C86-F7C4-11D4-BC69-00104B2A7B96},{60752C85-F7C4-11D4-BC69-00104B2A7B96},Check,,trees and small woody debris totally blocking trap,,1,,,
1632,{31B9D70D-F710-11D4-BC67-00104B2A7B96},{31B9D70C-F710-11D4-BC67-00104B2A7B96},Check,,Lots of shrimp!!; 5 of the PL were ammocoetes.,,1,,,
1633,{5ACC5162-F7C6-11D4-B0D5-00105AAA0B77},{5ACC5161-F7C6-11D4-B0D5-00105AAA0B77},Check,,PL of F. Length 163 was an ammocoete,,1,,,
1634,{A2D42973-FD53-11D4-B0DD-00105AAA0B77},{A2D42972-FD53-11D4-B0DD-00105AAA0B77},Check,,,,1,,,
1635,{166E968D-FEE8-11D4-BC7B-00104B2A7B96},{166E968C-FEE8-11D4-BC7B-00104B2A7B96},Check,,,,1,,,
1636,{166E9663-FEE8-11D4-BC7B-00104B2A7B96},{166E9662-FEE8-11D4-BC7B-00104B2A7B96},Check,,,,1,,,
1637,{166E96DF-FEE8-11D4-BC7B-00104B2A7B96},{166E96DE-FEE8-11D4-BC7B-00104B2A7B96},Check,,Saw 15+ TFS in live box on 2/8. Where did they go?,,1,,,
1638,{D7D3ACE6-036D-11D5-B0E5-00105AAA0B77},{D7D3ACE5-036D-11D5-B0E5-00105AAA0B77},Check,,,,1,,,
1639,{654E529A-0CC9-11D5-BC8F-00104B2A7B96},{654E5299-0CC9-11D5-BC8F-00104B2A7B96},Check,,,,1,,,
1640,{654E5212-0CC9-11D5-BC8F-00104B2A7B96},{654E5211-0CC9-11D5-BC8F-00104B2A7B96},Check,,,,1,,,
1641,{654E5314-0CC9-11D5-BC8F-00104B2A7B96},{654E5313-0CC9-11D5-BC8F-00104B2A7B96},Check,,CHN of 93: wild winter run. CHN of 54: CWT release,,1,,,
1642,{D1C94B18-14A3-11D5-B103-00105AAA0B77},{D1C94B17-14A3-11D5-B103-00105AAA0B77},Check,,Large amounts of small woody debris,,1,,,
1643,{D1C94C46-14A3-11D5-B103-00105AAA0B77},{D1C94C45-14A3-11D5-B103-00105AAA0B77},Check,,10 PL were ammoceotes: average lgth. Was 140 mm.,,1,,,
1644,{D1C94DB2-14A3-11D5-B103-00105AAA0B77},{D1C94DB1-14A3-11D5-B103-00105AAA0B77},Check,,,,1,,,
1645,{D1C94E19-14A3-11D5-B103-00105AAA0B77},{D1C94E18-14A3-11D5-B103-00105AAA0B77},Check,,,,1,,,
1646,{D1C94E66-14A3-11D5-B103-00105AAA0B77},{D1C94E65-14A3-11D5-B103-00105AAA0B77},Check,,PLs of 141 + 138 were ammoceotes.,,1,,,
1647,{E459DC94-1731-11D5-BCA2-00104B2A7B96},{E459DC93-1731-11D5-BCA2-00104B2A7B96},Pull,,,,1,,,
1648,{E459DC92-1731-11D5-BCA2-00104B2A7B96},{E459DC91-1731-11D5-BCA2-00104B2A7B96},Set,,,,1,,,
1649,{5C87E836-1731-11D5-B106-00105AAA0B77},{5C87E835-1731-11D5-B106-00105AAA0B77},Check,,"TFS of 140mm in plus counts,kept 5 CHNT",,1,,,
1650,{E459DD3C-1731-11D5-BCA2-00104B2A7B96},{E459DD3B-1731-11D5-BCA2-00104B2A7B96},Pull,,,,1,,,
1651,{E459DD82-1731-11D5-BCA2-00104B2A7B96},{E459DD81-1731-11D5-BCA2-00104B2A7B96},Set,,set cone,,1,,,
1652,{E459DDC6-1731-11D5-BCA2-00104B2A7B96},{E459DDC5-1731-11D5-BCA2-00104B2A7B96},Pull,,,,1,,,
1653,{5C87E90B-1731-11D5-B106-00105AAA0B77},{5C87E90A-1731-11D5-B106-00105AAA0B77},Set,,,,1,,,
1654,{E1E9A9E0-180F-11D5-B108-00105AAA0B77},{E1E9A9DF-180F-11D5-B108-00105AAA0B77},Check,,,,1,,,
1655,{6A80E974-18D4-11D5-B10A-00105AAA0B77},{6A80E973-18D4-11D5-B10A-00105AAA0B77},Check,,Kept all CHN-CWT.,,1,,,
1656,{FBA60E44-199A-11D5-B10C-00105AAA0B77},{FBA60E43-199A-11D5-B10C-00105AAA0B77},Check,,,,1,,,
1657,{E83CCF65-1A5B-11D5-B10E-00105AAA0B77},{E83CCF64-1A5B-11D5-B10E-00105AAA0B77},Check,,"kept 3 CHN (CWT): FLs 67, 78, 53.",,1,,,
1658,{331E1396-1E53-11D5-BCB2-00104B2A7B96},{331E1395-1E53-11D5-BCB2-00104B2A7B96},Check,,,,1,,,
1659,{C1DB8B5B-2242-11D5-BCB8-00104B2A7B96},{C1DB8B5A-2242-11D5-BCB8-00104B2A7B96},Check,,kept both CHn (from CWT),,1,,,
1660,{C1DB89FE-2242-11D5-BCB8-00104B2A7B96},{C1DB89FD-2242-11D5-BCB8-00104B2A7B96},Check,,,,1,,,
1661,{C1DB8A79-2242-11D5-BCB8-00104B2A7B96},{C1DB8A78-2242-11D5-BCB8-00104B2A7B96},Check,,RBT with clipped adipose and caudal(dorsal tip),,1,,,
1662,{BDACA5A8-27B1-11D5-B11D-00105AAA0B77},{BDACA5A7-27B1-11D5-B11D-00105AAA0B77},Check,,Blood on deck of trap?,,1,,,
1663,{BDACA5A2-27B1-11D5-B11D-00105AAA0B77},{BDACA5A1-27B1-11D5-B11D-00105AAA0B77},Check,,"Anchor not set- had to be realigned, untangled.",,1,,,
1664,{9DFFD505-2E8E-11D5-BCCA-00104B2A7B96},{9DFFD504-2E8E-11D5-BCCA-00104B2A7B96},Check,,,,1,,,
1665,{A098B9D0-2F6F-11D5-B126-00105AAA0B77},{A098B9CF-2F6F-11D5-B126-00105AAA0B77},Check,,,,1,,,
1666,{A098B9F7-2F6F-11D5-B126-00105AAA0B77},{A098B9F6-2F6F-11D5-B126-00105AAA0B77},Check,,"3 UNID- probably C or GF, @ 20 mm or less",,1,,,
1667,{38676112-2ECD-11D5-BCCB-00104B2A7B96},{38676111-2ECD-11D5-BCCB-00104B2A7B96},Check,,"5 UNID, probably C, <20mm. MSS expressed milt.",,1,,,
1668,{87395576-329B-11D5-B129-00105AAA0B77},{87395575-329B-11D5-B129-00105AAA0B77},Check,,DSM was lively- swam away after handling,,1,,,
1669,{023CAC0D-3296-11D5-B129-00105AAA0B77},{023CAC0C-3296-11D5-B129-00105AAA0B77},Check,,,,1,,,
1670,{6D6F70AC-3821-11D5-B132-00105AAA0B77},{6D6F70AB-3821-11D5-B132-00105AAA0B77},Check,,,,1,,,
1671,{EFB5DDF6-3828-11D5-BCDA-00104B2A7B96},{EFB5DDF5-3828-11D5-BCDA-00104B2A7B96},Check,,,,1,,,
1672,{6D6F70B5-3821-11D5-B132-00105AAA0B77},{6D6F70B4-3821-11D5-B132-00105AAA0B77},Check,,,,1,,,
1673,{7F857736-4944-11D5-BCEF-00104B2A7B96},{7F857735-4944-11D5-BCEF-00104B2A7B96},Check,,,,1,,,
1674,{541F331B-4960-11D5-BCF0-00104B2A7B96},{541F331A-4960-11D5-BCF0-00104B2A7B96},Check,,,,1,,,
1675,{7F85778D-4944-11D5-BCEF-00104B2A7B96},{7F85778C-4944-11D5-BCEF-00104B2A7B96},Check,,,,1,,,
1676,{7F8577C7-4944-11D5-BCEF-00104B2A7B96},{7F8577C6-4944-11D5-BCEF-00104B2A7B96},Check,,,,1,,,
1677,{7F85788D-4944-11D5-BCEF-00104B2A7B96},{7F85788C-4944-11D5-BCEF-00104B2A7B96},Check,,,,1,,,
1678,{7F857880-4944-11D5-BCEF-00104B2A7B96},{7F85787F-4944-11D5-BCEF-00104B2A7B96},Check,,,,1,,,
1679,{541F33B7-4960-11D5-BCF0-00104B2A7B96},{541F33B6-4960-11D5-BCF0-00104B2A7B96},Check,,,,1,,,
1680,{541F33C5-4960-11D5-BCF0-00104B2A7B96},{541F33C4-4960-11D5-BCF0-00104B2A7B96},Check,,,,1,,,
1681,{26DB6100-4BD1-11D5-BCF3-00104B2A7B96},{26DB60FF-4BD1-11D5-BCF3-00104B2A7B96},Check,,splt @ 33mm with parasite just posterior operculum,,1,,,
1682,{30BF6741-4E2E-11D5-BCF4-00104B2A7B96},{30BF6740-4E2E-11D5-BCF4-00104B2A7B96},Check,,many shrimp. UNID > 10 mm.,,1,,,
1683,{1C1CBC64-5096-11D5-BCF8-00104B2A7B96},{1C1CBC63-5096-11D5-BCF8-00104B2A7B96},Check,,"parasite on splt, unids less than 10mm, tfs male",,1,,,
1684,{9FFC78A9-592F-11D5-BD02-00104B2A7B96},{9FFC78A8-592F-11D5-BD02-00104B2A7B96},Check,,,,1,,,
1685,{894470C6-593C-11D5-B15D-00105AAA0B77},{894470C5-593C-11D5-B15D-00105AAA0B77},Check,,Hundreds of adult shrimp many with eggs.,,1,,,
1686,{9FFC78D9-592F-11D5-BD02-00104B2A7B96},{9FFC78D8-592F-11D5-BD02-00104B2A7B96},Check,,194 shrimp,,1,,,
1687,{03BB9F23-5C57-11D5-BD07-00104B2A7B96},{03BB9F22-5C57-11D5-BD07-00104B2A7B96},Check,,,,1,,,
1688,{1FBBECBD-6421-11D5-BD0D-00104B2A7B96},{1FBBECBC-6421-11D5-BD0D-00104B2A7B96},Check,,,,1,,,
1689,{E0E0259D-6423-11D5-BD0D-00104B2A7B96},{E0E0259C-6423-11D5-BD0D-00104B2A7B96},Check,,,,1,,,
1690,{1FBBECF9-6421-11D5-BD0D-00104B2A7B96},{1FBBECF8-6421-11D5-BD0D-00104B2A7B96},Check,,"unid may be tfs, 150-200 shrimp",,1,,,
1691,{F03A1FF4-69B8-11D5-B177-00105AAA0B77},{F03A1FF3-69B8-11D5-B177-00105AAA0B77},Check,,,,1,,,
1692,{F03A2068-69B8-11D5-B177-00105AAA0B77},{F03A2067-69B8-11D5-B177-00105AAA0B77},Check,,Unidentified likely to be MSS or TFS,,1,,,
1693,{9E948076-B204-11D5-B1C6-00105AAA0B77},{9E948075-B204-11D5-B1C6-00105AAA0B77},Check,,Mitten crab 8mm,,1,,,
1694,{9E9480D8-B204-11D5-B1C6-00105AAA0B77},{9E9480D7-B204-11D5-B1C6-00105AAA0B77},Pull,,Hundreds of shrimp.  Pulled cone for 00'-01'season,,1863,,,
1695,{4C188746-1690-11D6-BDB7-00104B2A7B96},{4C188745-1690-11D6-BDB7-00104B2A7B96},Set,,,,1,,,
1696,{22F2626F-151A-11D6-BDB5-00104B2A7B96},{22F2626E-151A-11D6-BDB5-00104B2A7B96},Check,,Ec=270,,0,,,
1697,{22F26233-151A-11D6-BDB5-00104B2A7B96},{22F26232-151A-11D6-BDB5-00104B2A7B96},Check,,Cone blocked with debris.  Ec=262,,0,,,
1698,{58935C4E-1597-11D6-B224-00105AAA0B77},{58935C4D-1597-11D6-B224-00105AAA0B77},Pull,,,,1,,,
1699,{58935C40-1597-11D6-B224-00105AAA0B77},{58935C3F-1597-11D6-B224-00105AAA0B77},Set,,No YSI,,1,,,
1700,{22F261FD-151A-11D6-BDB5-00104B2A7B96},{22F261FC-151A-11D6-BDB5-00104B2A7B96},Check,,UNID is an unidentified sunfish.  No YSI,,1,,,
1701,{58935C42-1597-11D6-B224-00105AAA0B77},{58935C41-1597-11D6-B224-00105AAA0B77},Pull,,No YSI,,1,,,
1702,{58935C3A-1597-11D6-B224-00105AAA0B77},{58935C39-1597-11D6-B224-00105AAA0B77},Set,,Ec=117,,0,,,
1703,{22F261C3-151A-11D6-BDB5-00104B2A7B96},{22F261C2-151A-11D6-BDB5-00104B2A7B96},Check,,Ec=178,,0,,,
1704,{58935C7A-1597-11D6-B224-00105AAA0B77},{58935C79-1597-11D6-B224-00105AAA0B77},Check,,Ec= 164.,,0,,,
1705,{22F2637B-151A-11D6-BDB5-00104B2A7B96},{22F2637A-151A-11D6-BDB5-00104B2A7B96},Check,,Ec=194,,0,,,
1706,{58935CC7-1597-11D6-B224-00105AAA0B77},{58935CC6-1597-11D6-B224-00105AAA0B77},Check,,Ec=254,,0,,,
1707,{39C43226-2257-11D6-B233-00105AAA0B77},{39C43225-2257-11D6-B233-00105AAA0B77},Check,,"EC=266, held LAM to identify",,0,,,
1708,{4C188748-1690-11D6-BDB7-00104B2A7B96},{4C188747-1690-11D6-BDB7-00104B2A7B96},Check,,"EC=280, noticed 4-5 diff size classes of SHR",,0,,,
1709,{4C18878A-1690-11D6-BDB7-00104B2A7B96},{4C188789-1690-11D6-BDB7-00104B2A7B96},Check,,"EC=356, heavy debris in live box",,0,,,
1710,{39C43266-2257-11D6-B233-00105AAA0B77},{39C43265-2257-11D6-B233-00105AAA0B77},Check,,EC=361,,0,,,
1711,{39C432B9-2257-11D6-B233-00105AAA0B77},{39C432B8-2257-11D6-B233-00105AAA0B77},Check,,"EC=397, trap spins on ebb tide",,0,,,
1712,{4C1887EB-1690-11D6-BDB7-00104B2A7B96},{4C1887EA-1690-11D6-BDB7-00104B2A7B96},Check,,EC=435,,0,,,
1713,{4C188818-1690-11D6-BDB7-00104B2A7B96},{4C188817-1690-11D6-BDB7-00104B2A7B96},Check,,EC=452,,0,,,
1714,{B1960079-21A5-11D6-BDC2-00104B2A7B96},{B1960078-21A5-11D6-BDC2-00104B2A7B96},Check,,EC=470,,0,,,
1715,{B196005B-21A5-11D6-BDC2-00104B2A7B96},{B196005A-21A5-11D6-BDC2-00104B2A7B96},Check,,EC=468,,0,,,
1716,{C7405C84-2264-11D6-B233-00105AAA0B77},{C7405C83-2264-11D6-B233-00105AAA0B77},Check,,Ec=468,,0,,,
1717,{C7405C42-2264-11D6-B233-00105AAA0B77},{C7405C41-2264-11D6-B233-00105AAA0B77},Check,,Ec=497,,0,,,
1718,{38F5B8F8-2264-11D6-BDC3-00104B2A7B96},{38F5B8F7-2264-11D6-BDC3-00104B2A7B96},Check,,Ec=530. Many shrimp exoskeletons,,0,,,
1719,{C7405C1C-2264-11D6-B233-00105AAA0B77},{C7405C1B-2264-11D6-B233-00105AAA0B77},Check,,Ec=572.Shrimp and crayfish exoskeletons,,0,,,
1720,{C7405BDC-2264-11D6-B233-00105AAA0B77},{C7405BDB-2264-11D6-B233-00105AAA0B77},Check,,Ec=591,,0,,,
1721,{C606871D-2D64-11D6-BDCD-00104B2A7B96},{C606871C-2D64-11D6-BDCD-00104B2A7B96},Check,,ec=624,,0,,,
1722,{C60686B3-2D64-11D6-BDCD-00104B2A7B96},{C60686B2-2D64-11D6-BDCD-00104B2A7B96},Check,,ec=673,,0,,,
1723,{C6068776-2D64-11D6-BDCD-00104B2A7B96},{C6068775-2D64-11D6-BDCD-00104B2A7B96},Check,,EC=713,,0,,,
1724,{C606877C-2D64-11D6-BDCD-00104B2A7B96},{C606877B-2D64-11D6-BDCD-00104B2A7B96},Check,,EC=652,,0,,,
1725,{9EF0F0B2-3457-11D6-BDD5-00104B2A7B96},{9EF0F0B1-3457-11D6-BDD5-00104B2A7B96},Check,,Ec=674.  All CHN kept.19/59 clipped,,0,,,
1726,{9EF0F069-3457-11D6-BDD5-00104B2A7B96},{9EF0F068-3457-11D6-BDD5-00104B2A7B96},Check,,Ec=678.  16/45 CHN clipped,,0,,,
1727,{9EF0F047-3457-11D6-BDD5-00104B2A7B96},{9EF0F046-3457-11D6-BDD5-00104B2A7B96},Check,,Ec=717,,0,,,
1728,{9EF0F114-3457-11D6-BDD5-00104B2A7B96},{9EF0F113-3457-11D6-BDD5-00104B2A7B96},Check,,"Ec=688 CHN 51, 84 Released",,0,,,
1729,{F0BC15CB-4BD8-11D6-B254-00105AAA0B77},{F0BC15CA-4BD8-11D6-B254-00105AAA0B77},Check,,Ec=683,,0,,,
1730,{F0BC1556-4BD8-11D6-B254-00105AAA0B77},{F0BC1555-4BD8-11D6-B254-00105AAA0B77},Check,,Ec=689,,0,,,
1731,{F0BC15EC-4BD8-11D6-B254-00105AAA0B77},{F0BC15EB-4BD8-11D6-B254-00105AAA0B77},Check,,Ec=708.  First Gravid Shrimp of Season,,0,,,
1732,{F0BC1641-4BD8-11D6-B254-00105AAA0B77},{F0BC1640-4BD8-11D6-B254-00105AAA0B77},Check,,Ec=673,,0,,,
1733,{F0BC1625-4BD8-11D6-B254-00105AAA0B77},{F0BC1624-4BD8-11D6-B254-00105AAA0B77},Check,,Ec=716,,0,,,
1734,{C7478280-5829-4A3D-A902-BC2E600606B6},{121AB493-ADAC-4BF0-8BBF-BC1216EA5076},Check,,"Changed Status to ""check"" on 7/23/04. BH",,1860,,,
1735,{F0BC1649-4BD8-11D6-B254-00105AAA0B77},{F0BC1648-4BD8-11D6-B254-00105AAA0B77},Check,,Ec=728,,0,,,
1736,{82A442C0-4825-11D6-BDE9-00104B2A7B96},{82A442BF-4825-11D6-BDE9-00104B2A7B96},Check,,"Ec=698, 1SHR w/ eggs",,0,,,
1737,{82A4434F-4825-11D6-BDE9-00104B2A7B96},{82A4434E-4825-11D6-BDE9-00104B2A7B96},Check,,"ec=709, 7 SHR w/ eggs",,0,,,
1738,{82A4433A-4825-11D6-BDE9-00104B2A7B96},{82A44339-4825-11D6-BDE9-00104B2A7B96},Check,,"ec=752, largest SHR @2.8g, 6 SHR w/ eggs",,0,,,
1739,{04DECE4C-4C00-11D6-B254-00105AAA0B77},{04DECE4B-4C00-11D6-B254-00105AAA0B77},Check,,Ec=818. 5 SHR w/eggs,,0,,,
1740,{97FD8882-4BFF-11D6-BDED-00104B2A7B96},{97FD8881-4BFF-11D6-BDED-00104B2A7B96},Check,,"Ec=748, +7 SHr w/eggs",,0,,,
1741,{04DECDB6-4C00-11D6-B254-00105AAA0B77},{04DECDB5-4C00-11D6-B254-00105AAA0B77},Check,,Ec=699.  2 SHR w/eggs,,0,,,
1742,{97FD88CF-4BFF-11D6-BDED-00104B2A7B96},{97FD88CE-4BFF-11D6-BDED-00104B2A7B96},Check,,Ec=755.  12 SHR w/eggs,,0,,,
1743,{05AC30A6-612A-11D6-B266-00105AAA0B77},{05AC30A5-612A-11D6-B266-00105AAA0B77},Check,,"ec=668, +38 SHR w/eggs",,0,,,
1744,{05AC30CA-612A-11D6-B266-00105AAA0B77},{05AC30C9-612A-11D6-B266-00105AAA0B77},Check,,"ec=694, largest SHR 3.0g, +47 w/eggs",,0,,,
1745,{E6FCEE1C-6129-11D6-BE01-00104B2A7B96},{E6FCEE1B-6129-11D6-BE01-00104B2A7B96},Check,,"ec=718, +31 SHR w/eggs, kept 100SHR for DFG",,0,,,
1746,{E6FCEDFA-6129-11D6-BE01-00104B2A7B96},{E6FCEDF9-6129-11D6-BE01-00104B2A7B96},Check,,"ec=664, trap tangled/reset anchor, +8 SHR w/eggs",,0,,,
1747,{E6FCED92-6129-11D6-BE01-00104B2A7B96},{E6FCED91-6129-11D6-BE01-00104B2A7B96},Check,,"ec=661, +1 shr w/eggs",,0,,,
1748,{E6FCED36-6129-11D6-BE01-00104B2A7B96},{E6FCED35-6129-11D6-BE01-00104B2A7B96},Check,,"ec=704, +18 shr w/eggs",,0,,,
1749,{30ABEB27-728F-11D6-BE12-00104B2A7B96},{30ABEB26-728F-11D6-BE12-00104B2A7B96},Check,,"ec=720, +21 SHR w/eggs",,0,,,
1750,{B5070542-7421-11D6-B278-00105AAA0B77},{B5070541-7421-11D6-B278-00105AAA0B77},Check,,"ec=574, +66 SHR w/eggs, +over 300 SHR larvae",,0,,,
1751,{30ABEB33-728F-11D6-BE12-00104B2A7B96},{30ABEB32-728F-11D6-BE12-00104B2A7B96},Check,,"ec=438, +188 SHR w/eggs",,0,,,
1752,{B5070588-7421-11D6-B278-00105AAA0B77},{B5070587-7421-11D6-B278-00105AAA0B77},Check,,"ec=407, +97 SHR w/eggs, Largest SHR=3.9g",,0,,,
1753,{30ABEB57-728F-11D6-BE12-00104B2A7B96},{30ABEB56-728F-11D6-BE12-00104B2A7B96},Check,,"ec=439, +6 SHR w/eggs",,0,,,
1754,{30ABEB78-728F-11D6-BE12-00104B2A7B96},{30ABEB77-728F-11D6-BE12-00104B2A7B96},Check,,"ec=565, +49 SHR w/eggs",,0,,,
1755,{B507061A-7421-11D6-B278-00105AAA0B77},{B5070619-7421-11D6-B278-00105AAA0B77},Check,,Ec=547. 42 SHR w/ eggs. Saved 100 SHR for DFG,,0,,,
1756,{B50705EF-7421-11D6-B278-00105AAA0B77},{B50705EE-7421-11D6-B278-00105AAA0B77},Check,,Ec=398. 69 shrimp w/eggs,,0,,,
1757,{B50705CD-7421-11D6-B278-00105AAA0B77},{B50705CC-7421-11D6-B278-00105AAA0B77},Check,,Ec=617.  142 shrimp w/eggs,,0,,,
1758,{B50705AA-7421-11D6-B278-00105AAA0B77},{B50705A9-7421-11D6-B278-00105AAA0B77},Check,,NO YSI 31 shrimp w/eggs,,1,,,
1759,{B50707B2-7421-11D6-B278-00105AAA0B77},{B50707B1-7421-11D6-B278-00105AAA0B77},Check,,Ec=289.  31 SHR w/eggs,,0,,,
1760,{B5070786-7421-11D6-B278-00105AAA0B77},{B5070785-7421-11D6-B278-00105AAA0B77},Check,,No YSI.  248 SHR w/eggs,,1,,,
1761,{30ABEBD3-728F-11D6-BE12-00104B2A7B96},{30ABEBD2-728F-11D6-BE12-00104B2A7B96},Check,,No YSI. 259 SHR w/eggs,,1,,,
1762,{AB7B80E6-7421-11D6-BE14-00104B2A7B96},{AB7B80E5-7421-11D6-BE14-00104B2A7B96},Check,,161 SHRw/eggs. Ec=666. No scale,,0,,,
1763,{AB7B8128-7421-11D6-BE14-00104B2A7B96},{AB7B8127-7421-11D6-BE14-00104B2A7B96},Check,,Used spring scale. Ec=524. UNID kept.554 SHRw/eggs,,0,,,
1764,{75C4A9B2-8229-11D6-BE1F-00104B2A7B96},{75C4A9B1-8229-11D6-BE1F-00104B2A7B96},Check,,"ec=439, +30 SHR w/eggs",,0,,,
