"EventID","SeineLength","SeineWidth","SeineDepth","SeineVolume","TrapStatus","TrapHours"
6443,27,4,0.2,21.60000038,NA,NA
6441,28,5,0.6,84,NA,NA
6440,32,4,0.3,38.40000153,NA,NA
6444,25,8,1.2,240.0000153,NA,NA
6476,29,5,0.7,101.5,NA,NA
6480,28,5,0.4,56,NA,NA
6474,30,5,0.5,75,NA,NA
6472,27,5,0.4,54,NA,NA
6471,27,5,0.5,67.5,NA,NA
6479,30,5,0.5,75,NA,NA
6478,28,5,0.4,56,NA,NA
6477,32,4,0.3,38.40000153,NA,NA
6482,30,5,0.5,75,NA,NA
6486,25,8,1,200,NA,NA
6500,29,5,0.6,87,NA,NA
6499,28,5,0.6,84,NA,NA
6498,30,5,0.6,90,NA,NA
6497,27,5,0.4,54,NA,NA
6496,27,5,0.3,40.5,NA,NA
6495,30,5,0.4,60,NA,NA
6494,28,5,0.3,42,NA,NA
6493,32,5,0.4,64,NA,NA
6492,25,8,0.9,180,NA,NA
6501,30,5,0.4,60,NA,NA
6510,29,4,1.1,127.6000061,NA,NA
6509,28,4,1.1,123.2000046,NA,NA
6508,30,4,1.2,144,NA,NA
6507,27,4,0.9,97.19999695,NA,NA
6506,27,5,0.4,54,NA,NA
6505,30,5,0.4,60,NA,NA
6504,28,5,0.5,70,NA,NA
6503,32,5,0.4,64,NA,NA
6502,25,8,0.6,120.0000076,NA,NA
6511,30,5,0.4,60,NA,NA
6528,30,5,0.4,60,NA,NA
6512,25,8,0.8,160,NA,NA
6513,32,5,0.6,96,NA,NA
6514,28,5,0.7,98,NA,NA
6515,30,5,0.6,90,NA,NA
6516,27,5,0.7,94.5,NA,NA
6520,29,5,0.7,101.5,NA,NA
6519,28,5,0.6,84,NA,NA
6518,30,5,0.5,75,NA,NA
6517,25,5,0.3,37.5,NA,NA
6521,30,5,0.3,45,NA,NA
6524,25,8,0.8,160,NA,NA
6531,29,5,0.7,101.5,NA,NA
6529,28,5,0.5,70,NA,NA
6530,30,5,0.4,60,NA,NA
6527,27,5,0.4,54,NA,NA
6525,27,5,0.7,94.5,NA,NA
6526,30,5,0.7,105,NA,NA
6522,28,5,0.7,98,NA,NA
6523,32,5,0.6,96,NA,NA
6557,30,5,0.4,60,NA,NA
6536,25,8,1.2,240.0000153,NA,NA
6537,29,5,0.7,101.5,NA,NA
6539,30,5,0.6,90,NA,NA
6540,27,5,0.3,40.5,NA,NA
6560,27,5,1,135,NA,NA
6559,30,5,0.9,135,NA,NA
6562,25,4,1,100,NA,NA
6563,32,4,1,128,NA,NA
6535,30,5,0.6,90,NA,NA
6548,25,8,1.2,240.0000153,NA,NA
6546,27,5,0.3,40.5,NA,NA
6545,29,5,0.5,72.5,NA,NA
6544,28,5,0.5,70,NA,NA
6549,30,5,0.5,75,NA,NA
6543,27,5,0.7,94.5,NA,NA
6550,30,5,0.8,120,NA,NA
6551,22,5,0.9,99,NA,NA
6542,32,5,0.8,128,NA,NA
6575,25,8,1.2,240.0000153,NA,NA
6574,29,5,0.6,87,NA,NA
6573,28,5,0.6,84,NA,NA
6572,30,5,0.6,90,NA,NA
6571,27,5,0.4,54,NA,NA
6570,27,5,0.5,67.5,NA,NA
6569,30,5,0.6,90,NA,NA
6568,24,5,0.6,72,NA,NA
6567,32,4,0.4,51.20000076,NA,NA
6578,30,5,0.3,45,NA,NA
6596,25,8,0.9,180,NA,NA
6595,29,5,0.5,72.5,NA,NA
6594,28,5,0.5,70,NA,NA
6593,30,5,0.5,75,NA,NA
6591,27,5,0.5,67.5,NA,NA
6590,25,5,0.5,62.5,NA,NA
6589,22,5,0.4,44,NA,NA
6588,32,4,0.4,51.20000076,NA,NA
6586,30,5,0.3,45,NA,NA
6600,30,5,0.3,45,NA,NA
6617,23,5,0.9,103.5,NA,NA
6616,28,5,0.8,112,NA,NA
6615,30,5,0.8,120,NA,NA
6614,27,5,0.6,81,NA,NA
6613,27,4,0.3,32.40000153,NA,NA
6612,30,5,0.5,75,NA,NA
6611,28,5,0.7,98,NA,NA
6620,30,5,0.3,45,NA,NA
6634,29,5,0.8,116,NA,NA
6636,28,5,0.8,112,NA,NA
6635,30,5,0.8,120,NA,NA
6633,27,5,0.6,81,NA,NA
6632,27,5,0.4,54,NA,NA
6638,30,5,0.5,75,NA,NA
6637,20,5,0.5,50,NA,NA
6631,32,5,0.4,64,NA,NA
6641,30,8,0.7,168,NA,NA
6648,29,5,1,145,NA,NA
6650,28,5,0.9,126,NA,NA
6649,30,5,0.9,135,NA,NA
6651,27,4,0.8,86.40000153,NA,NA
6652,27,5,0.6,81,NA,NA
6654,29,5,0.6,87,NA,NA
6647,32,5,0.5,80,NA,NA
6661,30,8,0.5,120,NA,NA
6672,32,5,0.4,64,NA,NA
6677,20,5,0.6,60.00000381,NA,NA
6676,30,5,0.5,75,NA,NA
6671,27,5,0.7,94.5,NA,NA
6670,29,5,1,145,NA,NA
6673,28,5,1,140,NA,NA
6675,30,5,0.9,135,NA,NA
6669,27,5,0.8,108,NA,NA
6683,30,8,0.8,192,NA,NA
6693,29,5,0.6,87,NA,NA
6694,28,5,0.8,112,NA,NA
6695,30,5,0.7,105,NA,NA
6697,27,5,0.4,54,NA,NA
6704,30,8,0.4,96,NA,NA
6708,27,5,0.9,121.5,NA,NA
6705,30,NA,NA,NA,NA,NA
6707,30,5,0.9,135,NA,NA
6706,32,5,0.8,128,NA,NA
6721,29,5,0.7,101.5,NA,NA
6720,28,5,0.8,112,NA,NA
6719,30,5,1,150,NA,NA
6717,27,4,1.1,118.8000031,NA,NA
6761,29,5,0.7,101.5,NA,NA
6747,28,5,0.8,112,NA,NA
6757,30,5,0.8,120,NA,NA
6758,27,5,0.8,108,NA,NA
6760,27,5,0.8,108,NA,NA
6741,30,8,0.5,120,NA,NA
6767,15,8,1.2,144,NA,NA
6766,14,8,1.2,134.4000092,NA,NA
6771,29,5,0.9,130.5,NA,NA
6774,28,5,0.8,112,NA,NA
6775,30,5,0.7,105,NA,NA
6773,27,5,0.5,67.5,NA,NA
6778,30,8,0.5,120,NA,NA
6799,29,4,1.2,139.2000122,NA,NA
6803,32,5,0.8,128,NA,NA
6804,30,5,0.6,90,NA,NA
6805,28,5,0.8,112,NA,NA
6800,27,4,0.8,86.40000153,NA,NA
6795,30,5,0.9,135,NA,NA
6797,30,5,1,150,NA,NA
6796,27,5,0.8,108,NA,NA
6818,30,8,0.1,24,NA,NA
6817,30,8,0.7,168,NA,NA
6835,6,6,0.7,25.19999886,NA,NA
6836,6,6,0.7,25.19999886,NA,NA
6837,15.5,8,1,124,NA,NA
6838,8,8,0.5,32,NA,NA
6839,8,8,1.1,70.40000153,NA,NA
6840,8,8,1.2,76.80000305,NA,NA
6842,30,5,0.6,90,NA,NA
6843,30,5,0.6,90,NA,NA
6844,30,5,0.6,90,NA,NA
6841,30,5,0.7,105,NA,NA
6845,30,5,0.6,90,NA,NA
6846,30,5,0.7,105,NA,NA
6847,30,5,0.6,90,NA,NA
6834,30,5,0.8,120,NA,NA
6848,10,6,0.9,54,NA,NA
6849,NA,NA,NA,NA,NA,NA
6853,30,8,0.6,144,NA,NA
6850,30,8,0.4,96,NA,NA
6852,30,8,0.7,168,NA,NA
6854,30,8,0.6,144,NA,NA
6855,30,8,0.7,168,NA,NA
6851,30,8,0.9,216,NA,NA
6856,30,8,0.5,120,NA,NA
6859,30,8,1,240,NA,NA
6860,25,8,1,200,NA,NA
6858,30,NA,NA,NA,NA,NA
6857,30,6,0.7,126,NA,NA
6861,22,8,1.2,211.2000122,NA,NA
6862,22,8,1.2,211.2000122,NA,NA
6863,22,8,1.2,211.2000122,NA,NA
6896,30,8,0.4,96,NA,NA
6892,28,5,0.6,84,NA,NA
6895,29,5,0.6,87,NA,NA
6893,30,5,0.8,120,NA,NA
6894,27,5,0.6,81,NA,NA
6923,30,4,0.9,108,NA,NA
6919,28,4,0.9,100.7999954,NA,NA
6918,30,4,0.9,108,NA,NA
6922,27,4,1.1,118.8000031,NA,NA
6935,30,8,0.8,192,NA,NA
6934,30,8,0.5,120,NA,NA
6931,29,4,0.8,92.80000305,NA,NA
6930,26,4,1,104,NA,NA
6929,30,4,1,120,NA,NA
6933,27,4,0.8,86.40000153,NA,NA
6948,32,5,0.8,128,NA,NA
6949,28,5,0.8,112,NA,NA
6950,30,5,0.8,120,NA,NA
6953,27,5,0.8,108,NA,NA
6952,30,8,0.7,168,NA,NA
6951,30,8,0.5,120,NA,NA
6958,29,5,0.6,87,NA,NA
6957,28,5,0.6,84,NA,NA
6956,30,4,0.5,60,NA,NA
6955,27,5,0.5,67.5,NA,NA
6961,13.4,8,1.2,128.6399994,NA,NA
6986,27,5,0.7,94.5,NA,NA
6987,30,5,0.7,105,NA,NA
6988,25,5,0.8,100,NA,NA
6989,31,4,0.9,111.5999985,NA,NA
6992,30,8,0.5,120,NA,NA
6990,30,8,0.7,168,NA,NA
6995,29,5,1,145,NA,NA
6996,28,5,0.9,126,NA,NA
6997,30,5,1,150,NA,NA
6998,27,5,0.8,108,NA,NA
7011,30,8,0.5,120,NA,NA
7010,30,8,0.5,120,NA,NA
7025,32,4,0.5,64,NA,NA
7024,28,5,0.5,70,NA,NA
7023,30,5,0.7,105,NA,NA
7022,27,5,0.7,94.5,NA,NA
7018,29,NA,NA,NA,NA,NA
7019,28,5,0.6,84,NA,NA
7020,30,5,0.5,75,NA,NA
7021,27,5,0.3,40.5,NA,NA
7045,32,4,0.7,89.59999847,NA,NA
7048,28,5,0.6,84,NA,NA
7047,30,5,0.7,105,NA,NA
7046,27,5,0.6,81,NA,NA
7052,29,5,1,145,NA,NA
7051,28,5,0.9,126,NA,NA
7050,30,5,0.8,120,NA,NA
7049,27,5,0.5,67.5,NA,NA
7058,30,8,0.6,144,NA,NA
7059,30,8,0.5,120,NA,NA
7064,27,4,0.9,97.19999695,NA,NA
7069,27,5,0.4,54,NA,NA
7070,31.2,4,NA,NA,NA,NA
7080,22,8,0.8,140.8000031,NA,NA
7078,28,5,0.6,84,NA,NA
7077,30,5,0.7,105,NA,NA
7075,30,8,0.5,120,NA,NA
7074,30,8,0.4,96,NA,NA
7076,29,NA,NA,NA,NA,NA
7084,28,5,0.9,126,NA,NA
7085,30,5,0.8,120,NA,NA
7099,30,8,0.8,192,NA,NA
7098,30,8,0.6,144,NA,NA
7100,25,8,0.3,60.00000381,NA,NA
7108,29,5,0.4,58,NA,NA
7106,28,5,0.3,42,NA,NA
7107,30,5,0.3,45,NA,NA
7105,27,5,0.3,40.5,NA,NA
7104,27,5,0.4,54,NA,NA
7103,30,NA,NA,NA,NA,NA
7102,24.3,5,0.6,72.90000153,NA,NA
7101,32,3,0.6,57.60000229,NA,NA
7109,25,8,0.3,60.00000381,NA,NA
7117,29,4,1,116,NA,NA
7116,28,5,1.1,154,NA,NA
7113,27,5,1,135,NA,NA
7112,30,4,0.9,108,NA,NA
7111,24,5,1,120,NA,NA
7110,32,5,0.9,144,NA,NA
7115,30,5,0.4,60,NA,NA
7114,27,5,0.3,40.5,NA,NA
7129,30,8,0.5,120,NA,NA
7130,25,8,1,200,NA,NA
7127,30,8,0.7,168,NA,NA
7128,30,8,0.6,144,NA,NA
7126,29,5,0.9,130.5,NA,NA
7125,28,5,0.6,84,NA,NA
7124,30,5,0.5,75,NA,NA
7123,27,5,0.5,67.5,NA,NA
7122,27,5,NA,NA,NA,NA
7121,28,5,0.5,70,NA,NA
7120,24,5,0.7,84,NA,NA
7119,32,4,0.5,64,NA,NA
7134,27,5,0.6,81,NA,NA
7133,28.2,5,0.6,84.6000061,NA,NA
7132,21.8,5,0.7,76.29999542,NA,NA
7131,32,4,0.6,76.80000305,NA,NA
7141,30,8,0.5,120,NA,NA
7142,30,8,0.4,96,NA,NA
7137,28,5,0.6,84,NA,NA
7136,30,5,0.6,90,NA,NA
7135,27,5,0.5,67.5,NA,NA
7138,29,5,0.8,116,NA,NA
7140,30,8,0.8,192,NA,NA
7139,20,8,1.3,208,NA,NA
7157,27,5,0.5,67.5,NA,NA
7160,27,5,0.5,67.5,NA,NA
7144,26,5,0.5,65,NA,NA
7159,21.2,5,0.6,63.60000229,NA,NA
7161,18,8,0.3,43.20000076,NA,NA
7147,30,8,0.9,216,NA,NA
7146,16,8,1.2,153.6000061,NA,NA
7151,29,5,0.8,116,NA,NA
7150,23.8,5,0.6,71.40000153,NA,NA
7149,30,5,0.7,105,NA,NA
7174,29,5,0.5,72.5,NA,NA
7173,28,5,0.3,42,NA,NA
7172,30,4,0.3,36,NA,NA
7171,26,4,0.2,20.80000114,NA,NA
7169,27,5,0.4,54,NA,NA
7168,23,5,0.4,46,NA,NA
7167,17,5,0.3,25.50000191,NA,NA
7177,30,8,0.6,144,NA,NA
7178,30,4,0.5,60,NA,NA
7179,14.7,5,0.6,44.10000229,NA,NA
7180,24,5,0.6,72,NA,NA
7181,27,5,0.5,67.5,NA,NA
7182,27,5,0.5,67.5,NA,NA
7192,30,5,0.3,45,NA,NA
7193,28,5,0.6,84,NA,NA
7194,29,5,0.7,101.5,NA,NA
7195,30,8,0.6,144,NA,NA
7196,30,8,0.5,120,NA,NA
7204,30,8,0.5,120,NA,NA
7205,30,8,0.6,144,NA,NA
7209,29,5,0.6,87,NA,NA
7203,28,5,0.5,70,NA,NA
7211,30,5,0.5,75,NA,NA
7202,32,5,0.5,80,NA,NA
7210,27,5,0.4,54,NA,NA
7207,22,5,0.6,66,NA,NA
7208,15,5,0.5,37.5,NA,NA
7206,30,4,0.5,60,NA,NA
7221,30,4,0.1,12,NA,NA
7220,27,4,0.2,21.60000038,NA,NA
7219,27,5,0.5,67.5,NA,NA
7218,23,5,0.5,57.5,NA,NA
7216,31,4,0.4,49.60000229,NA,NA
7214,30,8,0.6,144,NA,NA
7213,30,8,0.4,96,NA,NA
7215,29,5,0.8,116,NA,NA
7212,24,5,0.8,96,NA,NA
7224,29,5,0.6,87,NA,NA
7225,28,5,0.7,98,NA,NA
7226,30,5,0.7,105,NA,NA
7227,27,5,0.6,81,NA,NA
7228,27,5,0.7,94.5,NA,NA
7229,22.6,5,0.7,79.09999847,NA,NA
7230,12.5,NA,NA,NA,NA,NA
7231,30,4,0.7,84,NA,NA
7222,30,8,0.9,216,NA,NA
7223,30,8,0.7,168,NA,NA
7242,29,5,0.5,72.5,NA,NA
7241,28,5,0.6,84,NA,NA
7240,30,5,0.5,75,NA,NA
7239,27,5,0.6,81,NA,NA
7238,27,5,0.6,81,NA,NA
7237,24,5,0.8,96,NA,NA
7236,13,5,0.8,52,NA,NA
7235,28,4,0.6,67.20000458,NA,NA
7243,30,8,0.8,192,NA,NA
7244,30,8,0.8,192,NA,NA
7249,8,8,0.4,25.60000038,NA,NA
7250,8,8,0.5,32,NA,NA
7251,30,8,0.2,48,NA,NA
7252,23.8,8,0.9,171.3599854,NA,NA
7253,30,7,0.6,126.0000076,NA,NA
7254,30,8,0.4,96,NA,NA
7255,25.4,7,0.9,160.0200043,NA,NA
7256,30,5,0.8,120,NA,NA
7257,21,7,0.8,117.5999985,NA,NA
7258,30,8,0.6,144,NA,NA
7260,30,8,0.2,48,NA,NA
7261,20,5,1,100,NA,NA
7285,27,3,1,81,NA,NA
7280,20,8,1.1,176,NA,NA
7286,4,4,0.3,4.800000191,NA,NA
7288,8,3,0.6,14.40000057,NA,NA
7289,7,3,0.5,10.5,NA,NA
7290,8,4,0.5,16,NA,NA
7292,12,6,1.1,79.20000458,NA,NA
7291,30,8,0.7,168,NA,NA
7296,30,5,0.8,120,NA,NA
7298,30,5,0.6,90,NA,NA
7299,30,3,1,90,NA,NA
7294,30,5,0.7,105,NA,NA
7297,30,5,0.6,90,NA,NA
7293,30,5,0.7,105,NA,NA
7301,6,8,0.3,14.40000057,NA,NA
7303,3,8,0.3,7.200000286,NA,NA
7304,30,5,0.7,105,NA,NA
7305,30,4,0.6,72,NA,NA
7302,15,5,1,75,NA,NA
7317,23,5,0.8,92,NA,NA
7316,30,5,0.7,105,NA,NA
7315,30,7,0.5,105,NA,NA
7314,30,6,0.7,126,NA,NA
7313,30,6,0.7,126,NA,NA
7311,30,5,0.6,90,NA,NA
7312,30,5,0.6,90,NA,NA
7324,4,8,0.4,12.80000019,NA,NA
7325,8,8,0.6,38.40000153,NA,NA
7328,30,5,0.5,75,NA,NA
7326,30,7,0.8,168,NA,NA
7329,30,5,0.7,105,NA,NA
7327,NA,NA,NA,NA,NA,NA
7331,30,5,0.8,120,NA,NA
7333,30,5,0.6,90,NA,NA
7334,15,8,1.2,144,NA,NA
7330,30,5,0.7,105,NA,NA
7343,15,8,1.1,132,NA,NA
7344,30,5,0.6,90,NA,NA
7347,30,5,0.5,75,NA,NA
7349,18,5,0.6,54.00000381,NA,NA
7348,30,4,0.5,60,NA,NA
7350,30,8,0.3,72,NA,NA
7351,30,5,0.4,60,NA,NA
7352,30,5,0.5,75,NA,NA
7353,30,5,0.7,105,NA,NA
7346,30,5,0.6,90,NA,NA
7366,8,5,0.3,12,NA,NA
7368,8,5,0.4,16,NA,NA
7367,30,4,0.5,60,NA,NA
7369,30,5,0.7,105,NA,NA
7375,30,6,0.8,144,NA,NA
7374,30,4,0.5,60,NA,NA
7373,30,5,0.6,90,NA,NA
7372,30,5,0.7,105,NA,NA
7371,30,5,0.6,90,NA,NA
7370,30,5,0.5,75,NA,NA
7380,5,6,0.6,18,NA,NA
7382,12.5,3,1.2,45,NA,NA
7381,26,2,0.8,41.60000229,NA,NA
7383,8,3,0.5,12,NA,NA
7384,30,4,0.7,84,NA,NA
7385,20,5,0.7,70,NA,NA
7386,30,3,0.6,54.00000381,NA,NA
7387,30,8,0.6,144,NA,NA
7379,30,4,0.6,72,NA,NA
7378,30,3,0.8,72,NA,NA
7393,12,4,1.1,52.80000305,NA,NA
7394,8,4,1,32,NA,NA
7395,14,5,0.8,56,NA,NA
7390,30,4,0.5,60,NA,NA
7391,26,5,0.7,91,NA,NA
7396,30,5,0.6,90,NA,NA
7392,20,4,0.8,64,NA,NA
7398,30,5,0.5,75,NA,NA
7397,30,4,0.6,72,NA,NA
7399,11,4,0.6,26.40000153,NA,NA
7400,20,6,0.6,72,NA,NA
7403,30,5,0.4,60,NA,NA
7404,8,8,0.4,25.60000038,NA,NA
7405,30,4,0.2,24,NA,NA
7406,30,8,0.5,120,NA,NA
7408,20,5,0.5,50,NA,NA
7407,20,8,0.6,96,NA,NA
7417,30,8,1,240,NA,NA
7416,30,5,0.5,75,NA,NA
7415,20,5,0.6,60.00000381,NA,NA
7414,20,5,0.6,60.00000381,NA,NA
7430,30,8,0.7,168,NA,NA
7431,30,8,0.4,96,NA,NA
7432,30,5,0.5,75,NA,NA
7435,30,5,0.4,60,NA,NA
7436,15,8,1.3,156,NA,NA
7433,30,8,0.6,144,NA,NA
7457,20,8,1.2,192,NA,NA
7456,25,5,0.4,50,NA,NA
7455,20,5,0.5,50,NA,NA
7454,20,8,0.6,96,NA,NA
7453,30,5,0.6,90,NA,NA
7452,30,5,0.6,90,NA,NA
7459,20,5,0.4,40,NA,NA
7460,16,5,0.7,56,NA,NA
7461,30,4,0.3,36,NA,NA
7462,29,8,0.5,116,NA,NA
7478,15,8,1.2,144,NA,NA
7477,25,5,0.5,62.5,NA,NA
7476,25,5,0.4,50,NA,NA
7475,15,8,1.2,144,NA,NA
7469,8,4,0.3,9.600000381,NA,NA
7471,30,4,0.5,60,NA,NA
7472,30,8,0.2,48,NA,NA
7473,30,5,0.3,45,NA,NA
7486,30,7,1.1,231,NA,NA
7481,5,8,0.2,8,NA,NA
7529,30,8,0.3,72,NA,NA
7483,10,8,1.1,88,NA,NA
7484,30,7,0.3,63.00000381,NA,NA
7758,15,6,0.4,36,NA,NA
7485,30,8,0.3,72,NA,NA
7487,27,3,0.4,32.40000153,NA,NA
7491,20,8,1,160,NA,NA
7493,10,8,0.7,56,NA,NA
7492,30,5,0.5,75,NA,NA
7528,30,4,0.4,48,NA,NA
7494,30,8,0.2,48,NA,NA
7495,30,5,0.5,75,NA,NA
7496,30,5,0.5,75,NA,NA
7497,30,8,0.4,96,NA,NA
7498,30,5,0.5,75,NA,NA
7526,30,8,0.9,216,NA,NA
7527,30,5,0.6,90,NA,NA
7532,8,8,0.7,44.79999924,NA,NA
7530,8,8,0.7,44.79999924,NA,NA
7531,30,4,0.7,84,NA,NA
7541,30,8,0.6,144,NA,NA
7540,30,5,0.7,105,NA,NA
7539,30,5,0.7,105,NA,NA
7538,30,8,0.6,144,NA,NA
7537,30,8,0.5,120,NA,NA
7536,30,8,0.5,120,NA,NA
7542,NA,NA,NA,NA,NA,NA
7778,30,5,0.6,90,NA,NA
7662,15,4,0.8,48,NA,NA
7777,30,8,1,240,NA,NA
7663,30,8,0.5,120,NA,NA
7664,30,8,0.5,120,NA,NA
7779,30,8,0.5,120,NA,NA
7781,12,8,1.2,115.2000046,NA,NA
7782,30,8,0.5,120,NA,NA
7535,26,8,0.5,104,NA,NA
7534,18,8,0.5,72,NA,NA
7533,18,8,0.5,72,NA,NA
7570,30,5,0.5,75,NA,NA
7572,30,4,0.5,60,NA,NA
7573,30,8,0.3,72,NA,NA
7574,30,8,0.6,144,NA,NA
7575,30,8,0.6,144,NA,NA
7576,30,8,1.1,264,NA,NA
7577,30,8,0.5,120,NA,NA
7580,30,8,0.3,72,NA,NA
7578,30,8,0.6,144,NA,NA
7582,29,4,0.8,92.80000305,NA,NA
7583,27,5,0.7,94.5,NA,NA
7585,27,8,0.8,172.8000031,NA,NA
7586,30,8,0.3,72,NA,NA
7587,20,5,0.7,70,NA,NA
7588,NA,NA,NA,NA,NA,NA
7589,30,5,0.8,120,NA,NA
7590,27,5,0.5,67.5,NA,NA
7591,30,5,0.9,135,NA,NA
7592,27,4,1,108,NA,NA
7593,30,4,0.8,96,NA,NA
7584,28,4,0.7,78.40000153,NA,NA
7644,29,5,0.8,116,NA,NA
7646,28,5,0.6,84,NA,NA
7647,30,5,1.1,165,NA,NA
7648,27,5,0.4,54,NA,NA
7649,27,5,1,135,NA,NA
7650,30,4,0.9,108,NA,NA
7682,30,8,0.8,192,NA,NA
7643,32,5,0.7,112,NA,NA
7642,28,5,0.8,112,NA,NA
7651,30,4,1,120,NA,NA
7655,27,4,1,108,NA,NA
7652,27,5,0.8,108,NA,NA
7653,30,5,0.8,120,NA,NA
7654,28,4,0.6,67.20000458,NA,NA
7672,29,5,0.7,101.5,NA,NA
7670,30,5,NA,NA,NA,NA
7673,30,5,0.5,75,NA,NA
7674,27,5,0.3,40.5,NA,NA
7676,27,5,0.5,67.5,NA,NA
7675,30,5,0.6,90,NA,NA
7671,28,5,0.8,112,NA,NA
7681,30,8,0.6,144,NA,NA
7803,30,8,0.5,120,NA,NA
7756,29,5,0.5,72.5,NA,NA
7755,30,5,0.4,60,NA,NA
7754,30,5,0.4,60,NA,NA
7753,27,5,0.4,54,NA,NA
7752,27,5,0.4,54,NA,NA
7751,30,5,0.5,75,NA,NA
7750,28,5,0.6,84,NA,NA
7677,32,4,0.5,64,NA,NA
7749,32,4,0.5,64,NA,NA
7746,30,8,0.4,96,NA,NA
7747,30,4,0.6,72,NA,NA
7748,28,5,0.6,84,NA,NA
7745,27,5,0.5,67.5,NA,NA
7742,30,5,0.5,75,NA,NA
7741,28,5,0.7,98,NA,NA
7740,29,5,1,145,NA,NA
7739,27,5,0.6,81,NA,NA
7743,30,5,0.6,90,NA,NA
7737,30,8,0.5,120,NA,NA
7736,30,5,0.7,105,NA,NA
7735,28,5,0.8,112,NA,NA
7734,30,5,0.9,135,NA,NA
7733,30,5,0.7,105,NA,NA
7732,27,5,0.6,81,NA,NA
7731,30,5,0.5,75,NA,NA
7730,28,5,0.6,84,NA,NA
7729,30,4,0.5,60,NA,NA
7757,30,8,0.5,120,NA,NA
7723,30,8,0.5,120,NA,NA
7724,15,4,1.2,72,NA,NA
7725,27,5,0.6,81,NA,NA
7726,30,5,0.5,75,NA,NA
7727,28,5,0.6,84,NA,NA
7728,32,4,0.9,115.1999969,NA,NA
7721,27,5,0.3,40.5,NA,NA
7722,30,5,0.4,60,NA,NA
7720,30,5,0.4,60,NA,NA
7717,30,5,0.7,105,NA,NA
7714,28,5,0.6,84,NA,NA
7715,30,5,0.6,90,NA,NA
7716,27,5,0.5,67.5,NA,NA
7718,27,5,0.6,81,NA,NA
7719,30,5,0.7,105,NA,NA
7711,28,5,0.7,98,NA,NA
7712,32,4,0.8,102.4000015,NA,NA
7705,15,5,0.8,60,NA,NA
7704,30,5,0.8,120,NA,NA
7701,28,5,0.8,112,NA,NA
7703,30,5,0.9,135,NA,NA
7702,30,5,0.7,105,NA,NA
7706,27,4,0.3,32.40000153,NA,NA
7708,29,5,0.5,72.5,NA,NA
7709,30,4,0.7,84,NA,NA
7707,30,3,0.3,27.00000191,NA,NA
7692,29,5,0.4,58,NA,NA
7693,28,5,0.3,42,NA,NA
7694,30,5,0.4,60,NA,NA
7695,30,5,0.3,45,NA,NA
7696,27,4,0.2,21.60000038,NA,NA
7697,30,5,0.7,105,NA,NA
7699,28,4,0.7,78.40000153,NA,NA
7700,30,8,0.8,192,NA,NA
7768,30,5,0.9,135,NA,NA
7767,28,5,0.9,126,NA,NA
7766,30,5,0.9,135,NA,NA
7765,27,4,0.6,64.80000305,NA,NA
7763,27,5,0.4,54,NA,NA
7762,30,5,0.7,105,NA,NA
7761,28,NA,NA,NA,NA,NA
7759,30,8,NA,NA,NA,NA
7814,30,4,0.6,72,NA,NA
7813,28,5,0.5,70,NA,NA
7812,30,5,0.6,90,NA,NA
7809,30,4,0.8,96,NA,NA
7810,28,5,0.7,98,NA,NA
7808,30,5,0.5,75,NA,NA
7807,27,5,0.4,54,NA,NA
7806,30,8,0.6,144,NA,NA
7821,30,8,0.6,144,NA,NA
7822,30,4,0.5,60,NA,NA
7823,28,5,0.5,70,NA,NA
7828,30,5,0.5,75,NA,NA
7829,30,5,0.5,75,NA,NA
7830,30,5,0.6,90,NA,NA
7831,30,5,0.6,90,NA,NA
7832,30,4,0.9,108,NA,NA
7824,30,5,0.5,75,NA,NA
7835,30,8,0.6,144,NA,NA
7841,30,4,0.5,60,NA,NA
7842,28,5,0.5,70,NA,NA
7834,30,5,0.5,75,NA,NA
7833,27,5,0.5,67.5,NA,NA
7850,27,5,0.3,40.5,NA,NA
7849,30,5,0.5,75,NA,NA
7848,28,5,0.6,84,NA,NA
7847,29,5,0.9,130.5,NA,NA
7864,30,8,0.7,168,NA,NA
7863,32,4,0.7,89.59999847,NA,NA
7862,28,5,0.5,70,NA,NA
7861,30,5,5,750,NA,NA
7866,27,5,0.5,67.5,NA,NA
7869,29,5,1,145,NA,NA
7870,28,5,1,140,NA,NA
7871,30,5,1,150,NA,NA
7872,27,5,0.7,94.5,NA,NA
7885,27,5,0.8,108,NA,NA
7884,30,5,0.9,135,NA,NA
7883,30,5,0.8,120,NA,NA
7890,27,5,0.3,40.5,NA,NA
7894,29,5,0.9,130.5,NA,NA
7893,28,5,0.7,98,NA,NA
7892,27,5,0.5,67.5,NA,NA
7905,30,5,0.7,105,NA,NA
7913,27,5,0.9,121.5,NA,NA
7912,30,5,0.8,120,NA,NA
7911,30,5,0.9,135,NA,NA
7910,27,5,0.7,94.5,NA,NA
7947,29,5,0.6,87,NA,NA
7946,28,5,0.5,70,NA,NA
7945,30,5,0.5,75,NA,NA
7952,30,8,0.8,192,NA,NA
7951,29,5,0.9,130.5,NA,NA
7950,28,5,0.8,112,NA,NA
7949,30,5,0.9,135,NA,NA
7948,27,5,0.6,81,NA,NA
7954,27,5,0.9,121.5,NA,NA
7953,30,5,0.9,135,NA,NA
7955,32,5,0.8,128,NA,NA
7956,20,8,1.1,176,NA,NA
7957,29,5,0.9,130.5,NA,NA
7958,28,5,1,140,NA,NA
