"EventID","StationCode","Datetime","SampleDate","WaterTemp","SpecificConductance","Conductivity","Turbidity","DO","pH","Secchi","Tide","WeatherCode","VegetationRank","SubstrateCode","HabitatType","MicrocystisRank","MethodCode","GearCode","GearConditionCode","SampleAltered","FieldComments","Flag_WQ","Comment_WQ"
5828,"AL4",2014-04-14 14:24:00,2014-04-14,23.4,NA,791,29.8,8.66,8.49,0.29,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5830,"AL3",2014-04-14 14:56:00,2014-04-14,20.8,NA,915,NA,7.71,8.36,0.23,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5829,"AL2",2014-04-14 15:22:00,2014-04-14,24.7,NA,994,NA,10.81,8.51,0.26,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5821,"AL1",2014-04-14 15:48:00,2014-04-14,23.1,NA,960,36.1,9.52,8.4,0.25,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5851,"YB",2014-04-28 09:18:00,2014-04-28,16.9,NA,1003,95.3,5.31,8.16,0.12,NA,"CLR",NA,"MUD","AG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5855,"BL5",2014-04-28 11:09:00,2014-04-28,17.1,NA,331,45.4,9.7,8.78,0.18,"Flood","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5857,"BL4",2014-04-28 12:15:00,2014-04-28,18.1,NA,781,54.4,7.03,8.15,0.21,"Ebb","CLR",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5860,"BL3",2014-04-28 13:12:00,2014-04-28,19.1,NA,819,NA,6.96,8.47,0.19,"Ebb","CLR",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5858,"BL2",2014-04-28 13:39:00,2014-04-28,18.8,NA,768,NA,7.22,8.49,0.18,"Ebb","CLR",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5853,"AL4",2014-04-28 14:40:00,2014-04-28,19.4,NA,680,94,8.7,8.4,0.16,"Flood","CLR",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5859,"AL3",2014-04-28 14:50:00,2014-04-28,19.9,NA,834,NA,8.67,8.18,0.13,"Flood","CLR",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,"Y","due to primrose, had to do short haul","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5861,"AL2",2014-04-28 15:23:00,2014-04-28,19.4,NA,943,NA,7.81,8.35,0.2,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5854,"AL1",2014-04-28 15:45:00,2014-04-28,20.2,NA,1041,33.5,9.1,8.28,0.21,"Flood","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5862,"BL1",2014-04-29 11:41:00,2014-04-29,19,NA,662,62.3,7.65,8.45,0.21,"Ebb","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5890,"YB",2014-05-14 07:52:00,2014-05-14,21.3,NA,1256,137,3.91,7.81,0.11,NA,"CLR",NA,"MUD","AG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5885,"BL5",2014-05-14 09:27:00,2014-05-14,20.5,NA,240,24.3,8.78,7.91,0.41,"Ebb","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"Some hyacynth moved prior to seining","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5895,"BL4",2014-05-14 11:50:00,2014-05-14,21.5,NA,383,97.8,8.5,7.83,0.13,"Ebb","CLR",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5896,"BL3",2014-05-14 12:15:00,2014-05-14,21.9,NA,501,NA,7.76,7.83,0.12,"Ebb","CLR",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5889,"BL2",2014-05-14 12:47:00,2014-05-14,22.7,NA,777,NA,7.29,7.99,0.15,"Ebb","CLR",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5894,"AL4",2014-05-14 14:15:00,2014-05-14,24.3,NA,860,43.9,9.73,8.05,0.17,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5893,"AL3",2014-05-14 14:39:00,2014-05-14,24.5,NA,811,NA,NA,8.6,0.11,NA,"CLR",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,NA,"Due to overgrown primrose had to make shorter seine","1,1,NA,NA,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5892,"AL2",2014-05-14 15:12:00,2014-05-14,23.5,NA,806,NA,NA,8.68,0.14,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,NA,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5891,"AL1",2014-05-14 15:50:00,2014-05-14,24.4,NA,1041,36.3,NA,8.61,0.19,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"DO seems very high","1,1,NA,NA,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5897,"BL1",2014-05-15 09:18:00,2014-05-15,22.4,NA,817,74.7,6.27,7.91,0.17,"Flood","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5916,"YB",2014-05-30 07:29:00,2014-05-30,16.7,NA,1385,379.3,6.46,8.34,0.07,NA,"CLD",NA,"MUD","AG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,3,1","NA,NA,NA,NA,NA,Turbidity,NA"
5924,"BL4",2014-05-30 09:50:00,2014-05-30,20.8,NA,254,70.1,8.81,8.22,0.17,"Ebb","CLD",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5926,"BL3",2014-05-30 10:13:00,2014-05-30,21.9,NA,285,NA,8.33,8,0.15,"Ebb","CLD",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5922,"BL2",2014-05-30 10:40:00,2014-05-30,22.1,NA,333,NA,8.02,7.99,0.14,"Ebb","CLD",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5923,"BL1",2014-05-30 11:09:00,2014-05-30,22.6,NA,356,131,7.82,8,0.14,"Ebb","CLD",NA,"MUD","AG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5920,"AL4",2014-05-30 12:18:00,2014-05-30,22.8,NA,371,188,7.7,7.92,0.1,"Ebb","CLD",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,3,1","NA,NA,NA,NA,NA,Turbidity,NA"
5919,"AL3",2014-05-30 12:50:00,2014-05-30,22.9,NA,436,NA,7.55,7.89,0.14,"Ebb","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5918,"AL2",2014-05-30 13:22:00,2014-05-30,23.7,NA,399,NA,7.53,7.94,0.12,"Ebb","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5917,"AL1",2014-05-30 13:57:00,2014-05-30,22.6,NA,443,93.8,7.84,7.97,0.1,"Ebb","CLR",NA,"MUD","AG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5948,"YB",2014-06-16 09:47:00,2014-06-16,20,NA,1506,44.9,6.16,8.06,0.2,NA,"CLR",NA,"MUD","AG",NA,"BSEIN","SEIN50",2,NA,"twisted bag","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5949,"AL1",2014-06-16 10:36:00,2014-06-16,21.2,NA,430,76.3,7.3,7.92,0.16,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5950,"AL2",2014-06-16 11:04:00,2014-06-16,21.6,NA,404,NA,8.42,7.96,0.14,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5951,"AL3",2014-06-16 11:31:00,2014-06-16,21.3,NA,392,NA,6.69,7.81,0.12,"Ebb","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5952,"AL4",2014-06-16 12:18:00,2014-06-16,22.3,NA,378,120,8.25,7.97,0.13,"Ebb","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5953,"BL1",2014-06-16 13:01:00,2014-06-16,22.9,NA,362,87.8,8.68,7.96,0.1,"Ebb","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5955,"BL2",2014-06-16 13:41:00,2014-06-16,22.8,NA,305,97.5,9.02,7.86,0.16,"Ebb","CLR",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5956,"BL3",2014-06-16 14:04:00,2014-06-16,22.9,NA,252,NA,8.68,7.73,0.23,"Ebb","CLR",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5958,"BL4",2014-06-16 14:46:00,2014-06-16,22.6,NA,241,99.2,9.1,7.91,0.18,"Ebb","CLR",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5980,"YB",2014-07-02 08:04:00,2014-07-02,22.7,NA,1113,24.4,1.8,2.56,NA,NA,"CLR",NA,"MUD","AG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,3,1,NA","NA,NA,NA,NA,pH,NA,NA"
5979,"AL1",2014-07-02 08:54:00,2014-07-02,23.1,NA,439,72.8,5.26,8.22,0.14,"Flood","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5985,"AL2",2014-07-02 09:24:00,2014-07-02,23.4,NA,404,NA,6.63,8.06,0.13,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5984,"AL3",2014-07-02 09:52:00,2014-07-02,23.4,NA,385,NA,6.79,8.09,0.13,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5978,"AL4",2014-07-02 10:21:00,2014-07-02,23.8,NA,351,86.5,6.5,7.9,0.12,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5977,"BL4",2014-07-02 11:45:00,2014-07-02,23.7,NA,221,96.5,7.9,7.95,0.11,"Ebb","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5983,"BL3",2014-07-02 12:12:00,2014-07-02,24.9,NA,235,NA,7.77,7.79,0.13,"Ebb","CLD",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5982,"BL2",2014-07-02 12:49:00,2014-07-02,24.8,NA,282,NA,7.91,7.84,0.12,"Ebb","CLR",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5981,"BL1",2014-07-02 13:14:00,2014-07-02,25.7,NA,312,98,8.13,7.93,0.14,"Ebb","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5986,"YB",2014-07-17 09:27:00,2014-07-17,23.9,NA,1273,37,1.96,7.46,0.13,NA,"CLR",NA,"MUD","AG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5987,"AL4",2014-07-17 10:55:00,2014-07-17,23.8,NA,276,105,6.79,8.01,0.14,"Flood","CLR",NA,"MUD","AG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5988,"AL3",2014-07-17 11:27:00,2014-07-17,24,NA,320,96.4,6.65,7.87,0.12,"Flood","CLR",NA,"MUD","AG",NA,"BSEIN","SEIN50",2,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5989,"AL2",2014-07-17 11:57:00,2014-07-17,24.4,NA,327,94.9,6.64,7.74,0.1,"Flood","CLR",NA,"MUD","AG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5990,"AL1",2014-07-17 12:34:00,2014-07-17,25.1,NA,337,127,6.34,7.73,0.15,"Flood","CLR",NA,"MUD","AG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5994,"BL4",2014-07-18 08:30:00,2014-07-18,22.2,NA,201,127,8.19,7.76,0.12,"Flood","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5993,"BL3",2014-07-18 09:05:00,2014-07-18,22.3,NA,209,96.4,8.07,7.86,0.13,"Flood","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5992,"BL2",2014-07-18 09:24:00,2014-07-18,22.8,NA,235,106.6,8.3,7.87,0.14,"Flood","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5991,"BL1",2014-07-18 09:53:00,2014-07-18,23,NA,242,112,8.37,7.94,0.12,"Flood","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6001,"YB",2014-07-30 08:27:00,2014-07-30,24.1,NA,134,14.1,1.89,7.4,0.33,NA,"CLR",NA,"MUD","AG",NA,"BSEIN","SEIN50",1,NA,"lots of small MQF","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6000,"AL1",2014-07-30 09:23:00,2014-07-30,23.7,NA,308,69.2,5.22,7.83,0.16,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6005,"AL2",2014-07-30 09:52:00,2014-07-30,23.9,NA,298,NA,6.26,7.66,0.13,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
6004,"AL3",2014-07-30 10:23:00,2014-07-30,23.8,NA,304,NA,5.37,7.69,0.16,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5999,"AL4",2014-07-30 10:51:00,2014-07-30,24.8,NA,300,88.7,6.9,7.75,0.13,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
5998,"BL4",2014-07-30 11:55:00,2014-07-30,24.6,NA,208,62.9,8.46,7.74,0.13,"Ebb","CLR",NA,"MUD","RIP",3,"BSEIN","SEIN50",1,NA,"Microcystis= 3","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6002,"BL3",2014-07-30 12:23:00,2014-07-30,25.3,NA,215,NA,8.3,7.68,0.16,"Ebb","CLR",NA,"MUD","RIP",3,"BSEIN","SEIN50",1,NA,"microcystis= 2/3","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
6003,"BL2",2014-07-30 12:48:00,2014-07-30,25.3,NA,241,NA,8.4,7.79,0.14,"Ebb","CLR",NA,"MUD","RIP",1,"BSEIN","SEIN50",1,NA,"microcystis= 1","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
5997,"BL1",2014-07-30 13:25:00,2014-07-30,27.5,NA,253,87.4,9.35,7.75,0.14,"Ebb","CLR",NA,"MUD","VEG",1,"BSEIN","SEIN50",1,NA,"Microcystis= 1","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6008,"YB",2014-08-12 08:38:00,2014-08-12,22.1,NA,1182,12.8,2.41,7.51,0.37,NA,"CLR",NA,"MUD","AG",NA,"BSEIN","SEIN50",1,NA,"lots of MQF, like a lot","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6009,"AL1",2014-08-12 09:35:00,2014-08-12,22.5,NA,385,93.2,4.45,8.1,0.13,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"shortened due to veg","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6010,"AL2",2014-08-12 09:58:00,2014-08-12,21.9,NA,297,NA,6.49,7.92,0.17,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
6011,"AL3",2014-08-12 10:21:00,2014-08-12,22.1,NA,290,NA,6.27,7.88,0.14,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
6012,"AL4",2014-08-12 10:43:00,2014-08-12,22.9,NA,331,88.9,7.33,7.75,0.14,NA,"CLD",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6013,"BL1",2014-08-12 11:12:00,2014-08-12,23.1,NA,238,61.5,7.77,7.95,0.13,"Ebb","CLR",NA,"MUD","VEG",2,"BSEIN","SEIN50",1,NA,"Microcystis= 2","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6014,"BL2",2014-08-12 11:35:00,2014-08-12,23.1,NA,231,NA,7.95,7.86,0.12,"Ebb","CLR",NA,"MUD","VEG",2,"BSEIN","SEIN50",1,NA,"Microcystis= 2; windy","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
6015,"BL3",2014-08-12 12:30:00,2014-08-12,23.3,NA,209,NA,7.59,7.78,0.16,"Ebb","CLR",NA,"MUD","RIP",2,"BSEIN","SEIN50",1,NA,"Microsystis= 2","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
6016,"BL4",2014-08-12 13:02:00,2014-08-12,23.2,NA,202,118,7.69,7.87,0.12,"Ebb","CLR",NA,"MUD","RIP",2,"BSEIN","SEIN50",1,NA,"Microcystis= 2; water quality taken at beginning of the seine because of bees at the end","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6027,"BL4",2014-09-03 09:00:00,2014-09-03,22.6,NA,216,57.7,7.57,7.76,0.19,"Ebb","CLR",NA,"MUD","RIP",1,"BSEIN","SEIN50",1,NA,"hyacinth might reduce seine effort (2)","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6026,"BL3",2014-09-03 09:30:00,2014-09-03,22.8,NA,240,NA,7.95,7.87,0.19,"Flood","CLR",NA,"MUD","RIP",1,"BSEIN","SEIN50",1,NA,"Lots of mud in seine and hyacinth","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
6025,"BL2",2014-09-03 10:05:00,2014-09-03,22.6,NA,277,NA,7.84,7.85,0.19,"Flood","CLR",NA,"MUD","RIP",1,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
6024,"BL1",2014-09-03 10:43:00,2014-09-03,22.5,NA,307,54.2,7.04,7.82,0.13,"Flood","CLR",NA,"MUD","AG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6022,"AL4",2014-09-03 12:35:00,2014-09-03,25.1,NA,376,39.6,7.85,7.77,0.3,"Flood","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"Hyacinth","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6021,"AL3",2014-09-03 13:00:00,2014-09-03,24.1,NA,464,NA,8.24,7.95,0.28,"Flood","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
6020,"AL2",2014-09-03 13:25:00,2014-09-03,24,NA,564,NA,7.14,7.81,0.29,"Flood","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
6019,"AL1",2014-09-03 14:05:00,2014-09-03,23.9,NA,981,66.1,5.12,7.79,0.39,"Flood","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6018,"YB",2014-09-03 14:41:00,2014-09-03,25.2,NA,1409,34,5.3,7.97,0.29,NA,"CLR",NA,"MUD","AG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6043,"YB",2014-09-17 07:53:00,2014-09-17,21.4,NA,1195,27.2,2.29,7.82,0.3,NA,"CLR",NA,"MUD","AG",NA,"BSEIN","SEIN50",1,NA,"Tangled in primrose -> Lots of primrose! LOTS! -mo","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6044,"AL1",2014-09-17 08:31:00,2014-09-17,22.1,NA,944,32.3,3.16,8.13,0.27,NA,"CLR",NA,"MUD","AG",NA,"BSEIN","SEIN50",1,NA,"Shortened due to Primrose","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6045,"AL2",2014-09-17 09:07:00,2014-09-17,22.7,NA,864,NA,3.5,8.18,0.22,"Ebb","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
6046,"AL3",2014-09-17 09:35:00,2014-09-17,22.5,NA,854,NA,3.35,8.09,0.35,"Ebb","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"Reg. distance/Length minus 12 meters","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
6047,"AL4",2014-09-17 10:15:00,2014-09-17,22.3,NA,977,30.6,5.12,7.99,0.24,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"BIGGIE!! Angie M= 95mm Regional Loggy Champion (upper)","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6040,"BL1",2014-09-17 11:37:00,2014-09-17,22.4,NA,891,37,6.3,8.15,0.31,"Flood","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",2,NA,"hyacinth in the exit area","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6037,"BL4",2014-09-17 12:27:00,2014-09-17,22.6,NA,380,91.8,7.33,8.22,0.21,"Flood","CLR",NA,"MUD","RIP",NA,"BSEIN","SEIN50",2,NA,"Lots of hyacincth","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6038,"BL3",2014-09-17 13:03:00,2014-09-17,22.6,NA,622,NA,7.87,8.06,0.25,"Flood","CLR",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,"Y","Had to shorten due to hyacinth","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
6057,"BL4",2014-10-01 08:19:00,2014-10-01,19.6,NA,251,84.2,7.97,7.93,0.2,"Flood","CLR",NA,"MUD","RIP",NA,"BSEIN","SEIN50",2,NA,"Lots of mud. Might have lost a few fish when washed through the mud.","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6058,"BL3",2014-10-01 08:50:00,2014-10-01,19.8,NA,275,NA,8.39,8.13,0.17,"Flood","CLR",NA,"MUD","RIP",NA,"BSEIN","SEIN50",1,NA,"windy","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
6060,"BL2",2014-10-01 09:06:00,2014-10-01,19.6,NA,391,NA,7.57,8.08,0.13,"Flood","CLR",NA,"MUD","RIP",NA,"BSEIN","SEIN50",2,NA,"Went under the hyacinth during seine","1,1,NA,1,1,NA,1","NA,NA,NA,NA,NA,NA,NA"
6061,"BL1",2014-10-01 09:42:00,2014-10-01,19.2,NA,821,51.8,7.23,8.14,0.15,"Flood","CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",2,NA,"Seined over the hyacinth","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
6062,"AL4",2014-10-01 10:55:00,2014-10-01,19.9,NA,906,46.1,7.83,8.49,0.21,NA,"CLR",NA,"MUD","VEG",NA,"BSEIN","SEIN50",1,NA,"","1,1,NA,1,1,1,1","NA,NA,NA,NA,NA,NA,NA"
